Wed Oct 28 02:19:41 2020 Epoch 0, lr: 0.0001000, val loss: 149.25757, acc: 45.81000
Tue Feb 14 18:50:43 2023 Epoch 186, lr: 0.0000016, val loss: 81.46874, acc: 79.14000
Tue Feb 14 18:50:58 2023 Epoch 187, lr: 0.0000014, val loss: 81.57595, acc: 79.10000
Tue Feb 14 18:51:13 2023 Epoch 188, lr: 0.0000012, val loss: 81.54669, acc: 79.02000
Tue Feb 14 18:51:27 2023 Epoch 189, lr: 0.0000010, val loss: 81.53921, acc: 79.09000
Tue Feb 14 18:51:42 2023 Epoch 190, lr: 0.0000009, val loss: 81.69639, acc: 79.06000
Tue Feb 14 18:51:57 2023 Epoch 191, lr: 0.0000007, val loss: 81.81096, acc: 79.12000
Tue Feb 14 18:52:11 2023 Epoch 192, lr: 0.0000006, val loss: 81.58573, acc: 79.10000
Tue Feb 14 18:52:26 2023 Epoch 193, lr: 0.0000005, val loss: 81.72763, acc: 79.03000
Tue Feb 14 18:52:40 2023 Epoch 194, lr: 0.0000004, val loss: 81.67352, acc: 79.06000
Tue Feb 14 18:52:55 2023 Epoch 195, lr: 0.0000003, val loss: 81.63408, acc: 79.11000
Tue Feb 14 18:53:10 2023 Epoch 196, lr: 0.0000002, val loss: 81.65014, acc: 79.06000
Tue Feb 14 18:53:24 2023 Epoch 197, lr: 0.0000002, val loss: 81.70563, acc: 79.05000
Tue Feb 14 18:53:39 2023 Epoch 198, lr: 0.0000001, val loss: 81.66552, acc: 79.03000
Tue Feb 14 18:53:53 2023 Epoch 199, lr: 0.0000001, val loss: 81.65552, acc: 79.05000
Tue Feb 14 20:32:43 2023 Epoch 0, lr: 0.0001000, val loss: 169.00239, acc: 39.44000
Tue Feb 14 20:32:59 2023 Epoch 1, lr: 0.0001000, val loss: 146.88022, acc: 48.20000
Tue Feb 14 20:33:15 2023 Epoch 2, lr: 0.0001000, val loss: 136.39592, acc: 50.69000
Tue Feb 14 20:33:30 2023 Epoch 3, lr: 0.0001000, val loss: 133.95367, acc: 52.50000
Tue Feb 14 20:33:46 2023 Epoch 4, lr: 0.0001000, val loss: 126.77519, acc: 55.01000
Tue Feb 14 20:34:01 2023 Epoch 5, lr: 0.0000999, val loss: 121.89463, acc: 56.19000
Tue Feb 14 20:34:17 2023 Epoch 6, lr: 0.0000999, val loss: 118.25361, acc: 58.24000
Tue Feb 14 20:34:33 2023 Epoch 7, lr: 0.0000998, val loss: 111.84768, acc: 59.82000
Tue Feb 14 20:34:48 2023 Epoch 8, lr: 0.0000998, val loss: 110.43538, acc: 60.87000
Tue Feb 14 20:35:03 2023 Epoch 9, lr: 0.0000997, val loss: 111.70434, acc: 60.66000
Tue Feb 14 20:35:18 2023 Epoch 10, lr: 0.0000996, val loss: 107.50387, acc: 62.00000
Tue Feb 14 20:35:34 2023 Epoch 11, lr: 0.0000995, val loss: 105.51152, acc: 62.41000
Tue Feb 14 20:35:50 2023 Epoch 12, lr: 0.0000994, val loss: 104.56820, acc: 63.14000
Tue Feb 14 20:36:05 2023 Epoch 13, lr: 0.0000993, val loss: 100.14914, acc: 64.69000
Tue Feb 14 20:36:21 2023 Epoch 14, lr: 0.0000991, val loss: 99.39993, acc: 65.03000
Tue Feb 14 20:36:36 2023 Epoch 15, lr: 0.0000990, val loss: 102.76179, acc: 63.70000
Tue Feb 14 20:36:51 2023 Epoch 16, lr: 0.0000988, val loss: 97.16124, acc: 65.97000
Tue Feb 14 20:37:07 2023 Epoch 17, lr: 0.0000986, val loss: 95.02505, acc: 66.82000
Tue Feb 14 20:37:22 2023 Epoch 18, lr: 0.0000984, val loss: 95.89026, acc: 66.24000
Tue Feb 14 20:37:37 2023 Epoch 19, lr: 0.0000982, val loss: 90.96402, acc: 67.84000
Tue Feb 14 20:37:52 2023 Epoch 20, lr: 0.0000980, val loss: 92.29059, acc: 67.27000
Tue Feb 14 20:38:07 2023 Epoch 21, lr: 0.0000978, val loss: 88.94198, acc: 68.21000
Tue Feb 14 20:38:23 2023 Epoch 22, lr: 0.0000976, val loss: 90.44925, acc: 68.49000
Tue Feb 14 20:38:38 2023 Epoch 23, lr: 0.0000973, val loss: 91.33759, acc: 68.08000
Tue Feb 14 20:38:53 2023 Epoch 24, lr: 0.0000970, val loss: 89.32486, acc: 68.94000
Tue Feb 14 20:39:09 2023 Epoch 25, lr: 0.0000968, val loss: 87.86843, acc: 69.64000
Tue Feb 14 20:39:25 2023 Epoch 26, lr: 0.0000965, val loss: 86.06687, acc: 70.16000
Tue Feb 14 20:39:41 2023 Epoch 27, lr: 0.0000962, val loss: 85.08420, acc: 70.29000
Tue Feb 14 20:39:55 2023 Epoch 28, lr: 0.0000959, val loss: 87.71031, acc: 69.22000
Tue Feb 14 20:40:11 2023 Epoch 29, lr: 0.0000956, val loss: 83.60227, acc: 70.83000
Tue Feb 14 20:40:26 2023 Epoch 30, lr: 0.0000952, val loss: 86.36023, acc: 70.49000
Tue Feb 14 20:40:41 2023 Epoch 31, lr: 0.0000949, val loss: 83.12958, acc: 71.30000
Tue Feb 14 20:40:57 2023 Epoch 32, lr: 0.0000946, val loss: 83.98178, acc: 71.40000
Tue Feb 14 20:41:11 2023 Epoch 33, lr: 0.0000942, val loss: 84.21113, acc: 70.89000
Tue Feb 14 20:41:27 2023 Epoch 34, lr: 0.0000938, val loss: 81.27826, acc: 72.16000
Tue Feb 14 20:41:43 2023 Epoch 35, lr: 0.0000934, val loss: 79.43116, acc: 72.68000
Tue Feb 14 20:41:57 2023 Epoch 36, lr: 0.0000930, val loss: 80.97877, acc: 72.14000
Tue Feb 14 20:42:12 2023 Epoch 37, lr: 0.0000926, val loss: 79.38714, acc: 72.10000
Tue Feb 14 20:42:27 2023 Epoch 38, lr: 0.0000922, val loss: 79.19768, acc: 72.85000
Tue Feb 14 20:42:43 2023 Epoch 39, lr: 0.0000918, val loss: 78.11565, acc: 73.37000
Tue Feb 14 20:42:59 2023 Epoch 40, lr: 0.0000914, val loss: 78.33292, acc: 73.38000
Tue Feb 14 20:43:15 2023 Epoch 41, lr: 0.0000909, val loss: 77.62115, acc: 73.73000
Tue Feb 14 20:43:29 2023 Epoch 42, lr: 0.0000905, val loss: 77.23479, acc: 73.39000
Tue Feb 14 20:43:44 2023 Epoch 43, lr: 0.0000900, val loss: 76.75040, acc: 73.62000
Tue Feb 14 20:44:00 2023 Epoch 44, lr: 0.0000895, val loss: 75.71093, acc: 74.20000
Tue Feb 14 20:44:15 2023 Epoch 45, lr: 0.0000890, val loss: 75.12407, acc: 74.26000
Tue Feb 14 20:44:31 2023 Epoch 46, lr: 0.0000885, val loss: 75.11317, acc: 74.61000
Tue Feb 14 20:44:46 2023 Epoch 47, lr: 0.0000880, val loss: 77.18955, acc: 73.81000
Tue Feb 14 20:45:02 2023 Epoch 48, lr: 0.0000875, val loss: 74.63854, acc: 74.78000
Tue Feb 14 20:45:16 2023 Epoch 49, lr: 0.0000870, val loss: 76.39780, acc: 74.53000
Tue Feb 14 20:45:32 2023 Epoch 50, lr: 0.0000864, val loss: 73.78158, acc: 74.86000
Tue Feb 14 20:45:46 2023 Epoch 51, lr: 0.0000859, val loss: 74.55611, acc: 74.66000
Tue Feb 14 20:46:02 2023 Epoch 52, lr: 0.0000854, val loss: 73.84191, acc: 75.33000
Tue Feb 14 20:46:18 2023 Epoch 53, lr: 0.0000848, val loss: 72.65223, acc: 75.36000
Tue Feb 14 20:46:34 2023 Epoch 54, lr: 0.0000842, val loss: 72.45526, acc: 75.77000
Tue Feb 14 20:46:49 2023 Epoch 55, lr: 0.0000837, val loss: 71.12675, acc: 76.06000
Tue Feb 14 20:47:05 2023 Epoch 56, lr: 0.0000831, val loss: 71.75018, acc: 76.07000
Tue Feb 14 20:47:20 2023 Epoch 57, lr: 0.0000825, val loss: 72.90783, acc: 75.55000
Tue Feb 14 20:47:36 2023 Epoch 58, lr: 0.0000819, val loss: 72.43840, acc: 76.19000
Tue Feb 14 20:47:51 2023 Epoch 59, lr: 0.0000813, val loss: 70.27837, acc: 76.43000
Tue Feb 14 20:48:06 2023 Epoch 60, lr: 0.0000806, val loss: 71.78896, acc: 75.98000
Tue Feb 14 20:48:21 2023 Epoch 61, lr: 0.0000800, val loss: 73.75075, acc: 75.45000
Tue Feb 14 20:48:36 2023 Epoch 62, lr: 0.0000794, val loss: 70.89371, acc: 76.54000
Tue Feb 14 20:48:51 2023 Epoch 63, lr: 0.0000788, val loss: 72.51671, acc: 75.91000
Tue Feb 14 20:49:06 2023 Epoch 64, lr: 0.0000781, val loss: 72.33255, acc: 76.02000
Tue Feb 14 20:49:21 2023 Epoch 65, lr: 0.0000775, val loss: 69.74653, acc: 76.75000
Tue Feb 14 20:49:37 2023 Epoch 66, lr: 0.0000768, val loss: 69.97554, acc: 76.90000
Tue Feb 14 20:49:51 2023 Epoch 67, lr: 0.0000761, val loss: 71.75265, acc: 76.53000
Tue Feb 14 20:50:07 2023 Epoch 68, lr: 0.0000755, val loss: 70.20042, acc: 76.92000
Tue Feb 14 20:50:22 2023 Epoch 69, lr: 0.0000748, val loss: 71.15863, acc: 76.58000
Tue Feb 14 20:50:38 2023 Epoch 70, lr: 0.0000741, val loss: 70.33232, acc: 77.14000
Tue Feb 14 20:50:52 2023 Epoch 71, lr: 0.0000734, val loss: 71.21983, acc: 76.72000
Tue Feb 14 20:51:07 2023 Epoch 72, lr: 0.0000727, val loss: 72.27894, acc: 76.74000
Tue Feb 14 20:51:21 2023 Epoch 73, lr: 0.0000720, val loss: 70.21000, acc: 77.03000
Tue Feb 14 20:51:37 2023 Epoch 74, lr: 0.0000713, val loss: 67.89533, acc: 77.69000
Tue Feb 14 20:51:52 2023 Epoch 75, lr: 0.0000706, val loss: 69.43916, acc: 77.19000
Tue Feb 14 20:52:08 2023 Epoch 76, lr: 0.0000699, val loss: 69.66584, acc: 77.87000
Tue Feb 14 20:52:22 2023 Epoch 77, lr: 0.0000691, val loss: 69.73467, acc: 77.39000
Tue Feb 14 20:52:37 2023 Epoch 78, lr: 0.0000684, val loss: 70.86343, acc: 77.18000
Tue Feb 14 20:52:51 2023 Epoch 79, lr: 0.0000677, val loss: 70.85763, acc: 77.20000
Tue Feb 14 20:53:06 2023 Epoch 80, lr: 0.0000669, val loss: 69.24129, acc: 77.64000
Tue Feb 14 20:53:21 2023 Epoch 81, lr: 0.0000662, val loss: 71.04929, acc: 77.18000
Tue Feb 14 20:53:35 2023 Epoch 82, lr: 0.0000655, val loss: 69.87697, acc: 77.64000
Tue Feb 14 20:53:50 2023 Epoch 83, lr: 0.0000647, val loss: 69.34095, acc: 77.77000
Tue Feb 14 20:54:04 2023 Epoch 84, lr: 0.0000639, val loss: 69.61961, acc: 77.62000
Tue Feb 14 20:54:19 2023 Epoch 85, lr: 0.0000632, val loss: 72.67155, acc: 77.02000
Tue Feb 14 20:54:34 2023 Epoch 86, lr: 0.0000624, val loss: 70.27680, acc: 77.67000
Tue Feb 14 20:54:48 2023 Epoch 87, lr: 0.0000617, val loss: 71.42663, acc: 77.22000
Tue Feb 14 20:55:05 2023 Epoch 88, lr: 0.0000609, val loss: 70.20786, acc: 77.91000
Tue Feb 14 20:55:20 2023 Epoch 89, lr: 0.0000601, val loss: 71.06733, acc: 77.71000
Tue Feb 14 20:55:36 2023 Epoch 90, lr: 0.0000594, val loss: 71.21723, acc: 78.05000
Tue Feb 14 20:55:50 2023 Epoch 91, lr: 0.0000586, val loss: 70.90778, acc: 77.78000
Tue Feb 14 20:56:06 2023 Epoch 92, lr: 0.0000578, val loss: 70.05985, acc: 78.28000
Tue Feb 14 20:56:21 2023 Epoch 93, lr: 0.0000570, val loss: 72.15390, acc: 77.95000
Tue Feb 14 20:56:35 2023 Epoch 94, lr: 0.0000563, val loss: 70.64612, acc: 78.05000
Tue Feb 14 20:56:50 2023 Epoch 95, lr: 0.0000555, val loss: 70.42479, acc: 78.23000
Tue Feb 14 20:57:06 2023 Epoch 96, lr: 0.0000547, val loss: 70.21438, acc: 78.34000
Tue Feb 14 20:57:20 2023 Epoch 97, lr: 0.0000539, val loss: 72.37490, acc: 77.86000
Tue Feb 14 20:57:36 2023 Epoch 98, lr: 0.0000531, val loss: 69.75644, acc: 78.99000
Tue Feb 14 20:57:50 2023 Epoch 99, lr: 0.0000524, val loss: 70.64030, acc: 78.54000
Tue Feb 14 20:58:05 2023 Epoch 100, lr: 0.0000516, val loss: 71.49407, acc: 78.10000
Tue Feb 14 20:58:20 2023 Epoch 101, lr: 0.0000508, val loss: 72.44124, acc: 78.02000
Tue Feb 14 20:58:34 2023 Epoch 102, lr: 0.0000500, val loss: 72.93829, acc: 77.92000
Tue Feb 14 20:58:49 2023 Epoch 103, lr: 0.0000492, val loss: 71.64451, acc: 78.48000
Tue Feb 14 20:59:03 2023 Epoch 104, lr: 0.0000484, val loss: 71.96994, acc: 78.33000
Tue Feb 14 20:59:18 2023 Epoch 105, lr: 0.0000476, val loss: 71.76300, acc: 78.52000
Tue Feb 14 20:59:33 2023 Epoch 106, lr: 0.0000469, val loss: 73.43490, acc: 78.45000
Tue Feb 14 20:59:47 2023 Epoch 107, lr: 0.0000461, val loss: 72.84612, acc: 78.48000
Tue Feb 14 21:00:02 2023 Epoch 108, lr: 0.0000453, val loss: 73.84429, acc: 78.45000
Tue Feb 14 21:00:16 2023 Epoch 109, lr: 0.0000445, val loss: 72.93418, acc: 78.58000
Tue Feb 14 21:00:31 2023 Epoch 110, lr: 0.0000437, val loss: 71.80505, acc: 78.95000
Tue Feb 14 21:00:45 2023 Epoch 111, lr: 0.0000430, val loss: 72.60291, acc: 78.62000
Tue Feb 14 21:01:00 2023 Epoch 112, lr: 0.0000422, val loss: 72.64360, acc: 78.67000
Tue Feb 14 21:01:15 2023 Epoch 113, lr: 0.0000414, val loss: 73.72562, acc: 78.84000
Tue Feb 14 21:01:29 2023 Epoch 114, lr: 0.0000406, val loss: 72.93577, acc: 78.73000
Tue Feb 14 21:01:44 2023 Epoch 115, lr: 0.0000399, val loss: 73.35509, acc: 78.62000
Tue Feb 14 21:01:59 2023 Epoch 116, lr: 0.0000391, val loss: 73.11217, acc: 78.70000
Tue Feb 14 21:02:13 2023 Epoch 117, lr: 0.0000383, val loss: 74.40464, acc: 78.67000
Tue Feb 14 21:02:28 2023 Epoch 118, lr: 0.0000376, val loss: 73.66758, acc: 78.91000
Tue Feb 14 21:02:42 2023 Epoch 119, lr: 0.0000368, val loss: 74.89902, acc: 78.42000
Tue Feb 14 21:02:58 2023 Epoch 120, lr: 0.0000361, val loss: 72.87842, acc: 79.12000
Tue Feb 14 21:03:13 2023 Epoch 121, lr: 0.0000353, val loss: 75.35199, acc: 78.74000
Tue Feb 14 21:03:27 2023 Epoch 122, lr: 0.0000345, val loss: 75.05668, acc: 78.45000
Tue Feb 14 21:03:42 2023 Epoch 123, lr: 0.0000338, val loss: 75.87943, acc: 78.68000
Tue Feb 14 21:03:58 2023 Epoch 124, lr: 0.0000331, val loss: 73.30236, acc: 79.25000
Tue Feb 14 21:04:12 2023 Epoch 125, lr: 0.0000323, val loss: 75.96238, acc: 78.66000
Tue Feb 14 21:04:27 2023 Epoch 126, lr: 0.0000316, val loss: 76.78970, acc: 78.09000
Tue Feb 14 21:04:41 2023 Epoch 127, lr: 0.0000309, val loss: 76.22926, acc: 78.79000
Tue Feb 14 21:04:56 2023 Epoch 128, lr: 0.0000301, val loss: 76.48108, acc: 78.69000
Tue Feb 14 21:05:10 2023 Epoch 129, lr: 0.0000294, val loss: 76.60201, acc: 78.76000
Tue Feb 14 21:05:25 2023 Epoch 130, lr: 0.0000287, val loss: 75.67597, acc: 78.87000
Tue Feb 14 21:05:39 2023 Epoch 131, lr: 0.0000280, val loss: 76.31421, acc: 78.79000
Tue Feb 14 21:05:54 2023 Epoch 132, lr: 0.0000273, val loss: 74.81145, acc: 79.13000
Tue Feb 14 21:06:08 2023 Epoch 133, lr: 0.0000266, val loss: 76.18325, acc: 78.77000
Tue Feb 14 21:06:23 2023 Epoch 134, lr: 0.0000259, val loss: 75.65185, acc: 79.02000
Tue Feb 14 21:06:37 2023 Epoch 135, lr: 0.0000252, val loss: 76.16855, acc: 79.12000
Tue Feb 14 21:06:52 2023 Epoch 136, lr: 0.0000245, val loss: 77.48475, acc: 78.88000
Tue Feb 14 21:07:07 2023 Epoch 137, lr: 0.0000239, val loss: 78.75262, acc: 78.63000
Tue Feb 14 21:07:21 2023 Epoch 138, lr: 0.0000232, val loss: 77.14079, acc: 78.90000
Tue Feb 14 21:07:36 2023 Epoch 139, lr: 0.0000225, val loss: 79.05502, acc: 78.86000
Tue Feb 14 21:07:51 2023 Epoch 140, lr: 0.0000219, val loss: 78.09521, acc: 78.87000
Tue Feb 14 21:08:05 2023 Epoch 141, lr: 0.0000212, val loss: 79.05903, acc: 78.58000
Tue Feb 14 21:08:20 2023 Epoch 142, lr: 0.0000206, val loss: 78.37749, acc: 78.79000
Tue Feb 14 21:08:34 2023 Epoch 143, lr: 0.0000200, val loss: 77.74043, acc: 78.95000
Tue Feb 14 21:08:49 2023 Epoch 144, lr: 0.0000194, val loss: 78.90918, acc: 78.68000
Tue Feb 14 21:09:04 2023 Epoch 145, lr: 0.0000187, val loss: 78.45266, acc: 78.93000
Tue Feb 14 21:09:18 2023 Epoch 146, lr: 0.0000181, val loss: 79.98748, acc: 78.53000
Tue Feb 14 21:09:33 2023 Epoch 147, lr: 0.0000175, val loss: 78.54848, acc: 78.87000
Tue Feb 14 21:09:47 2023 Epoch 148, lr: 0.0000169, val loss: 80.01763, acc: 78.86000
Tue Feb 14 21:10:02 2023 Epoch 149, lr: 0.0000163, val loss: 79.43573, acc: 78.93000
Tue Feb 14 21:10:16 2023 Epoch 150, lr: 0.0000158, val loss: 79.12552, acc: 78.79000
Tue Feb 14 21:10:31 2023 Epoch 151, lr: 0.0000152, val loss: 77.97678, acc: 79.22000
Tue Feb 14 21:10:46 2023 Epoch 152, lr: 0.0000146, val loss: 78.98847, acc: 79.04000
Tue Feb 14 21:11:00 2023 Epoch 153, lr: 0.0000141, val loss: 79.12589, acc: 78.68000
Tue Feb 14 21:11:15 2023 Epoch 154, lr: 0.0000136, val loss: 78.52338, acc: 79.06000
Tue Feb 14 21:11:29 2023 Epoch 155, lr: 0.0000130, val loss: 79.60319, acc: 79.09000
Tue Feb 14 21:11:44 2023 Epoch 156, lr: 0.0000125, val loss: 79.03310, acc: 78.84000
Tue Feb 14 21:11:58 2023 Epoch 157, lr: 0.0000120, val loss: 79.68728, acc: 78.98000
Tue Feb 14 21:12:13 2023 Epoch 158, lr: 0.0000115, val loss: 79.50139, acc: 79.16000
Tue Feb 14 21:12:27 2023 Epoch 159, lr: 0.0000110, val loss: 79.95186, acc: 78.89000
Tue Feb 14 21:12:42 2023 Epoch 160, lr: 0.0000105, val loss: 80.40750, acc: 78.81000
Tue Feb 14 21:12:56 2023 Epoch 161, lr: 0.0000100, val loss: 79.55777, acc: 78.93000
Tue Feb 14 21:13:11 2023 Epoch 162, lr: 0.0000095, val loss: 80.15027, acc: 78.89000
Tue Feb 14 21:13:25 2023 Epoch 163, lr: 0.0000091, val loss: 79.09812, acc: 79.05000
Tue Feb 14 21:13:40 2023 Epoch 164, lr: 0.0000086, val loss: 80.17897, acc: 78.95000
Tue Feb 14 21:13:54 2023 Epoch 165, lr: 0.0000082, val loss: 81.11080, acc: 78.69000
Tue Feb 14 21:14:09 2023 Epoch 166, lr: 0.0000078, val loss: 80.74956, acc: 78.91000
Tue Feb 14 21:14:24 2023 Epoch 167, lr: 0.0000074, val loss: 81.05682, acc: 78.90000
Tue Feb 14 21:14:38 2023 Epoch 168, lr: 0.0000070, val loss: 80.43855, acc: 79.13000
Tue Feb 14 21:14:53 2023 Epoch 169, lr: 0.0000066, val loss: 81.93074, acc: 78.85000
Tue Feb 14 21:15:08 2023 Epoch 170, lr: 0.0000062, val loss: 81.63637, acc: 78.85000
Tue Feb 14 21:15:22 2023 Epoch 171, lr: 0.0000058, val loss: 80.96533, acc: 79.10000
Tue Feb 14 21:15:37 2023 Epoch 172, lr: 0.0000054, val loss: 80.86498, acc: 79.01000
Tue Feb 14 21:15:51 2023 Epoch 173, lr: 0.0000051, val loss: 80.84109, acc: 79.19000
Tue Feb 14 21:16:06 2023 Epoch 174, lr: 0.0000048, val loss: 80.88957, acc: 79.12000
Tue Feb 14 21:16:20 2023 Epoch 175, lr: 0.0000044, val loss: 81.04041, acc: 79.10000
Tue Feb 14 21:16:35 2023 Epoch 176, lr: 0.0000041, val loss: 80.50923, acc: 79.24000
Tue Feb 14 21:16:50 2023 Epoch 177, lr: 0.0000038, val loss: 81.23099, acc: 79.17000
Tue Feb 14 21:17:04 2023 Epoch 178, lr: 0.0000035, val loss: 81.55783, acc: 79.03000
Tue Feb 14 21:17:19 2023 Epoch 179, lr: 0.0000032, val loss: 81.44041, acc: 79.10000
Tue Feb 14 21:17:33 2023 Epoch 180, lr: 0.0000030, val loss: 81.47604, acc: 79.14000
Tue Feb 14 21:17:48 2023 Epoch 181, lr: 0.0000027, val loss: 81.21619, acc: 79.03000
Tue Feb 14 21:18:03 2023 Epoch 182, lr: 0.0000024, val loss: 81.07848, acc: 79.09000
Tue Feb 14 21:18:17 2023 Epoch 183, lr: 0.0000022, val loss: 81.47028, acc: 79.03000
Tue Feb 14 21:18:32 2023 Epoch 184, lr: 0.0000020, val loss: 81.33675, acc: 79.05000
Tue Feb 14 21:18:47 2023 Epoch 185, lr: 0.0000018, val loss: 81.39032, acc: 78.93000
Tue Feb 14 21:19:01 2023 Epoch 186, lr: 0.0000016, val loss: 81.58193, acc: 78.96000
Tue Feb 14 21:19:16 2023 Epoch 187, lr: 0.0000014, val loss: 81.54489, acc: 79.02000
Tue Feb 14 21:19:30 2023 Epoch 188, lr: 0.0000012, val loss: 81.35514, acc: 79.10000
Tue Feb 14 21:19:45 2023 Epoch 189, lr: 0.0000010, val loss: 81.36269, acc: 79.12000
Tue Feb 14 21:19:59 2023 Epoch 190, lr: 0.0000009, val loss: 81.42570, acc: 79.11000
Tue Feb 14 21:20:14 2023 Epoch 191, lr: 0.0000007, val loss: 81.46781, acc: 79.04000
Tue Feb 14 21:20:28 2023 Epoch 192, lr: 0.0000006, val loss: 81.52581, acc: 79.09000
Tue Feb 14 21:20:43 2023 Epoch 193, lr: 0.0000005, val loss: 81.51479, acc: 79.04000
Tue Feb 14 21:20:58 2023 Epoch 194, lr: 0.0000004, val loss: 81.39609, acc: 79.07000
Tue Feb 14 21:21:12 2023 Epoch 195, lr: 0.0000003, val loss: 81.26609, acc: 79.21000
Tue Feb 14 21:21:27 2023 Epoch 196, lr: 0.0000002, val loss: 81.35506, acc: 79.06000
Tue Feb 14 21:21:41 2023 Epoch 197, lr: 0.0000002, val loss: 81.39173, acc: 79.08000
Tue Feb 14 21:21:56 2023 Epoch 198, lr: 0.0000001, val loss: 81.40028, acc: 79.09000
Tue Feb 14 21:22:11 2023 Epoch 199, lr: 0.0000001, val loss: 81.41380, acc: 79.08000
Wed Feb 15 06:30:02 2023 Epoch 0, lr: 0.0001000, val loss: 168.67825, acc: 39.31000
Wed Feb 15 06:30:17 2023 Epoch 1, lr: 0.0001000, val loss: 148.12935, acc: 47.30000
Wed Feb 15 06:30:31 2023 Epoch 2, lr: 0.0001000, val loss: 135.32608, acc: 51.58000
Wed Feb 15 06:30:46 2023 Epoch 3, lr: 0.0001000, val loss: 130.62675, acc: 53.27000
Wed Feb 15 06:31:00 2023 Epoch 4, lr: 0.0001000, val loss: 123.42417, acc: 55.64000
Wed Feb 15 06:31:15 2023 Epoch 5, lr: 0.0000999, val loss: 123.51511, acc: 55.89000
Wed Feb 15 06:31:29 2023 Epoch 6, lr: 0.0000999, val loss: 119.18507, acc: 58.30000
Wed Feb 15 06:31:44 2023 Epoch 7, lr: 0.0000998, val loss: 114.91314, acc: 59.01000
Wed Feb 15 06:31:58 2023 Epoch 8, lr: 0.0000998, val loss: 112.35151, acc: 60.88000
Wed Feb 15 06:32:11 2023 Epoch 9, lr: 0.0000997, val loss: 112.19662, acc: 60.42000
Wed Feb 15 06:32:26 2023 Epoch 10, lr: 0.0000996, val loss: 108.67079, acc: 62.37000
Wed Feb 15 06:32:40 2023 Epoch 11, lr: 0.0000995, val loss: 105.31752, acc: 62.91000
Wed Feb 15 06:32:54 2023 Epoch 12, lr: 0.0000994, val loss: 104.85212, acc: 63.12000
Wed Feb 15 06:33:08 2023 Epoch 13, lr: 0.0000993, val loss: 102.63497, acc: 63.95000
Wed Feb 15 06:33:23 2023 Epoch 14, lr: 0.0000991, val loss: 99.09642, acc: 65.31000
Wed Feb 15 06:33:37 2023 Epoch 15, lr: 0.0000990, val loss: 96.68139, acc: 66.27000
Wed Feb 15 06:33:50 2023 Epoch 16, lr: 0.0000988, val loss: 98.17498, acc: 65.80000
Wed Feb 15 06:34:04 2023 Epoch 17, lr: 0.0000986, val loss: 96.63066, acc: 65.85000
Wed Feb 15 06:34:18 2023 Epoch 18, lr: 0.0000984, val loss: 94.78527, acc: 66.92000
Wed Feb 15 06:34:33 2023 Epoch 19, lr: 0.0000982, val loss: 93.00566, acc: 67.37000
Wed Feb 15 06:34:47 2023 Epoch 20, lr: 0.0000980, val loss: 92.33411, acc: 67.93000
Wed Feb 15 06:35:00 2023 Epoch 21, lr: 0.0000978, val loss: 90.95150, acc: 67.81000
Wed Feb 15 06:35:15 2023 Epoch 22, lr: 0.0000976, val loss: 89.63718, acc: 68.88000
Wed Feb 15 06:35:28 2023 Epoch 23, lr: 0.0000973, val loss: 89.32845, acc: 68.69000
Wed Feb 15 06:35:43 2023 Epoch 24, lr: 0.0000970, val loss: 85.86933, acc: 69.98000
Wed Feb 15 06:35:56 2023 Epoch 25, lr: 0.0000968, val loss: 86.59127, acc: 69.54000
Wed Feb 15 06:36:09 2023 Epoch 26, lr: 0.0000965, val loss: 85.08455, acc: 69.87000
Wed Feb 15 06:36:23 2023 Epoch 27, lr: 0.0000962, val loss: 85.39070, acc: 70.00000
Wed Feb 15 06:36:39 2023 Epoch 28, lr: 0.0000959, val loss: 83.11132, acc: 70.66000
Wed Feb 15 06:36:53 2023 Epoch 29, lr: 0.0000956, val loss: 83.06518, acc: 70.85000
Wed Feb 15 06:37:08 2023 Epoch 30, lr: 0.0000952, val loss: 82.84805, acc: 71.68000
Wed Feb 15 06:37:22 2023 Epoch 31, lr: 0.0000949, val loss: 80.38398, acc: 71.78000
Wed Feb 15 06:37:37 2023 Epoch 32, lr: 0.0000946, val loss: 80.14961, acc: 72.01000
Wed Feb 15 06:37:51 2023 Epoch 33, lr: 0.0000942, val loss: 80.93003, acc: 72.18000
Wed Feb 15 06:38:06 2023 Epoch 34, lr: 0.0000938, val loss: 78.60875, acc: 72.91000
Wed Feb 15 06:38:19 2023 Epoch 35, lr: 0.0000934, val loss: 78.26392, acc: 72.70000
Wed Feb 15 06:38:32 2023 Epoch 36, lr: 0.0000930, val loss: 79.17860, acc: 72.90000
Wed Feb 15 06:38:46 2023 Epoch 37, lr: 0.0000926, val loss: 79.92617, acc: 72.57000
Wed Feb 15 06:39:00 2023 Epoch 38, lr: 0.0000922, val loss: 77.63443, acc: 73.47000
Wed Feb 15 06:39:13 2023 Epoch 39, lr: 0.0000918, val loss: 81.19212, acc: 72.52000
Wed Feb 15 06:39:28 2023 Epoch 40, lr: 0.0000914, val loss: 76.42293, acc: 73.53000
Wed Feb 15 06:39:42 2023 Epoch 41, lr: 0.0000909, val loss: 75.31891, acc: 74.08000
Wed Feb 15 06:39:56 2023 Epoch 42, lr: 0.0000905, val loss: 74.24800, acc: 74.22000
Wed Feb 15 06:40:10 2023 Epoch 43, lr: 0.0000900, val loss: 74.90471, acc: 74.20000
